Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
TAGSi140	Triacylglycerol synthase (iso-C14:0)	iC14ACP[c] + 12dgri140[c]  -> ACP[c] + tagi140[c] 		0	  0.00	1000.00	  0.00
TAGSi150	Triacylglycerol synthase (iso-C15:0)	iC15ACP[c] + 12dgri150[c]  -> ACP[c] + tagi150[c] 		0	  0.00	1000.00	  0.00
TAGSi160	Triacylglycerol synthase (iso-C16:0)	iC16ACP[c] + 12dgri160[c]  -> ACP[c] + tagi160[c] 		0	  0.00	1000.00	  0.00
TAGSi170	Triacylglycerol synthase (iso-C17:0)	iC17ACP[c] + 12dgri170[c]  -> ACP[c] + tagi170[c] 		0	  0.00	1000.00	  0.00
TAGSi180	Triacylglycerol synthase (iso-C18:0)	iC18ACP[c] + 12dgri180[c]  -> ACP[c] + tagi180[c] 		0	  0.00	1000.00	  0.00
GHMT2	glycine hydroxymethyltransferase	thf[c] + ser-L[c]  -> h2o[c] + gly[c] + mlthf[c] 	(SCO4837 or SCO5470 or SCO5364)	0	  0.00	1000.00	  0.00
GLYAT	glycine C-acetyltransferase	accoa[c] + gly[c]  <=> coa[c] + 2aobut[c] 	SCO6800	1	-1000.00	1000.00	  0.00
GLYCK2	glycerate kinase	atp[c] + glyc-R[c]  -> h[c] + adp[c] + 2pg[c] 	(SCO2145 or SCO6466)	0	  0.00	1000.00	  0.00
PGCD	phosphoglycerate dehydrogenase	nad[c] + 3pg[c]  -> h[c] + nadh[c] + 3php[c] 	SCO5515	0	  0.00	1000.00	  0.00
PSERT	phosphoserine transaminase	glu-L[c] + 3php[c]  -> akg[c] + pser-L[c] 	SCO4366	0	  0.00	1000.00	  0.00
PSP_L	phosphoserine phosphatase (L-serine)	h2o[c] + pser-L[c]  -> pi[c] + ser-L[c] 	SCO1808	0	  0.00	1000.00	  0.00
SERD_L	L-serine deaminase	ser-L[c]  -> nh4[c] + pyr[c] 	(SCO0821 or SCO4962 or SCO5469)	0	  0.00	1000.00	  0.00
THRD	L-threonine dehydrogenase	nad[c] + thr-L[c]  -> h[c] + nadh[c] + 2aobut[c] 	SCO6799	0	  0.00	1000.00	  0.00
ENO	enolase	2pg[c]  <=> h2o[c] + pep[c] 	(SCO3096 or SCO7638)	1	-1000.00	1000.00	  0.00
FBA	fructose-bisphosphate aldolase	fdp[c]  <=> dhap[c] + g3p[c] 	SCO3649	1	-1000.00	1000.00	  0.00
FBA2	D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	f1p[c]  <=> glyald[c] + dhap[c] 	SCO3649	1	-1000.00	1000.00	  0.00
FBP	fructose-bisphosphatase	h2o[c] + fdp[c]  -> f6p[c] + pi[c] 	SCO5047	0	  0.00	1000.00	  0.00
GAPD	glyceraldehyde-3-phosphate dehydrogenase	nad[c] + g3p[c] + pi[c]  <=> h[c] + nadh[c] + 13dpg[c] 	(SCO1947 or SCO7040 or SCO7511)	1	-1000.00	1000.00	  0.00
GLBRAN2	1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)	glycogen[c]  -> bglycogen[c] 	(SCO5440 or SCO7332)	0	  0.00	1000.00	  0.00
GLCP	glycogen phosphorylase	pi[c] + glycogen[c]  -> g1p[c] 	SCO5444	0	  0.00	1000.00	  0.00
GLCP2	glycogen phosphorylase	pi[c] + bglycogen[c]  -> g1p[c] 	SCO5444	0	  0.00	1000.00	  0.00
GLCS1	glycogen synthase (ADPGlc)	adpglc[c]  -> h[c] + adp[c] + glycogen[c] 	SCO0962	0	  0.00	1000.00	  0.00
GLDBRAN2	glycogen debranching enzyme (bglycogen -> glycogen)	bglycogen[c]  -> glycogen[c] 	(SCO7338 or SCO5456 or SCO6082)	0	  0.00	1000.00	  0.00
GLGC	glucose-1-phosphate adenylyltransferase	h[c] + atp[c] + g1p[c]  -> ppi[c] + adpglc[c] 	SCO0961	0	  0.00	1000.00	  0.00
GLGCc	glucose-1-phosphate cytidylyltransferase	h[c] + g1p[c] + ctp[c]  -> ppi[c] + cdpglc[c] 	SCO0393	0	  0.00	1000.00	  0.00
HEX1	glucokinase (D-glucose:ATP)	atp[c] + glc-D[c]  -> h[c] + g6p[c] + adp[c] 	(SCO2126 or SCO6260 or SCO1077 or (SCO4145 and SCO5059))	0	  0.00	1000.00	  0.00
PDH	pyruvate dehydrogenase	coa[c] + nad[c] + pyr[c]  -> nadh[c] + accoa[c] + co2[c] 	((SCO2183 or SCO2371 or SCO7124 or (SCO1269 and SCO1270)) and (SCO3815 or SCO3829) and (SCO0884 or SCO2180 or SCO4919))	0	  0.00	1000.00	  0.00
PFK	phosphofructokinase	atp[c] + f6p[c]  -> h[c] + adp[c] + fdp[c] 	(SCO5426 or SCO2119 or SCO1214)	0	  0.00	1000.00	  0.00
PGI	glucose-6-phosphate isomerase	g6p[c]  <=> f6p[c] 	(SCO1942 or SCO6659)	1	-1000.00	1000.00	  0.00
PGK	phosphoglycerate kinase	atp[c] + 3pg[c]  <=> adp[c] + 13dpg[c] 	SCO1946	1	-1000.00	1000.00	  0.00
PGM	phosphoglycerate mutase	2pg[c]  <=> 3pg[c] 	(SCO2576 or SCO4209 or SCO6818)	1	-1000.00	1000.00	  0.00
PPDK	Pyruvate,phosphate dikinase	pyr[c] + atp[c] + pi[c]  -> h[c] + amp[c] + ppi[c] + pep[c] 	(SCO0208 or SCO2494)	0	  0.00	1000.00	  0.00
PYK	pyruvate kinase	h[c] + adp[c] + pep[c]  -> pyr[c] + atp[c] 	(SCO2014 or SCO5423)	0	  0.00	1000.00	  0.00
TPI	triose-phosphate isomerase	dhap[c]  <=> g3p[c] 	(SCO0578 or SCO1945)	1	-1000.00	1000.00	  0.00
GLXCL	glyoxalate carboligase	h[c] + 2 glx[c]  -> co2[c] + 2h3oppan[c] 	SCO6201	0	  0.00	1000.00	  0.00
GLYCK	glycerate kinase	atp[c] + glyc-R[c]  -> h[c] + adp[c] + 3pg[c] 	(SCO2145 or SCO6466)	0	  0.00	1000.00	  0.00
ATPPRT	ATP phosphoribosyltransferase	atp[c] + prpp[c]  -> ppi[c] + prbatp[c] 	SCO1438	0	  0.00	1000.00	  0.00
FGLU	formimidoylglutamase	h[c] + h2o[c] + forglu[c]  -> glu-L[c] + frmd[c] 		0	  0.00	1000.00	  0.00
FORAMD	formamidase	h2o[c] + frmd[c]  -> nh4[c] + for[c] 		0	  0.00	1000.00	  0.00
HISD	histidase	his-L[c]  -> nh4[c] + urcan[c] 	SCO4932	0	  0.00	1000.00	  0.00
HISTD	histidinol dehydrogenase	h2o[c] + 2 nad[c] + histd[c]  -> 3 h[c] + 2 nadh[c] + his-L[c] 	SCO2054	0	  0.00	1000.00	  0.00
HISTP	histidinol-phosphatase	h2o[c] + hisp[c]  -> pi[c] + histd[c] 	SCO5208	0	  0.00	1000.00	  0.00
HSTPT	histidinol-phosphate transaminase	glu-L[c] + imacp[c]  -> akg[c] + hisp[c] 	(SCO1859 or SCO2053 or SCO3944)	0	  0.00	1000.00	  0.00
IG3PS	Imidazole-glycerol-3-phosphate synthase	gln-L[c] + prlp[c]  -> h[c] + glu-L[c] + aicar[c] + eig3p[c] 	(SCO2048 and SCO2051)	0	  0.00	1000.00	  0.00
IGPDH	imidazoleglycerol-phosphate dehydratase	eig3p[c]  -> h2o[c] + imacp[c] 	SCO2052	0	  0.00	1000.00	  0.00
IZPN	imidazolonepropionase	h2o[c] + 4izp[c]  -> h[c] + forglu[c] 	SCO3070	0	  0.00	1000.00	  0.00
PRAMPC	phosphoribosyl-AMP cyclohydrolase	h2o[c] + prbamp[c]  -> prfp[c] 	SCO2044	0	  0.00	1000.00	  0.00
PRATPP	phosphoribosyl-ATP pyrophosphatase	h2o[c] + prbatp[c]  -> h[c] + ppi[c] + prbamp[c] 	SCO1439 	0	  0.00	1000.00	  0.00
PRMICIi	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase (irreversible)	prfp[c]  -> prlp[c] 	SCO2050	0	  0.00	1000.00	  0.00
PRPPS	phosphoribosylpyrophosphate synthetase	atp[c] + r5p[c]  <=> h[c] + amp[c] + prpp[c] 	(SCO0782 or SCO3123)	1	-1000.00	1000.00	  0.00
URCN	urocanase	h2o[c] + urcan[c]  -> 4izp[c] 	SCO3073	0	  0.00	1000.00	  0.00
ASR	arsenate reductase	2 msh[c] + aso4[c]  -> h2o[c] + mssg[c] + aso3[c] 	(SCO2206 or SCO6835)	0	  0.00	1000.00	  0.00
CA2t4	calcium (Ca+2) transport in/out via proton antiport	h[e] + ca2[c]  <=> h[c] + ca2[e] 	SCO1962	1	-1000.00	1000.00	  0.00
CD2abc	Cadmium (Cd+2) ABC transporter	h2o[c] + atp[c] + cd2[c]  -> h[c] + adp[c] + pi[c] + cd2[e] 	SCO6460	0	  0.00	1000.00	  0.00
CD2t4	cadmium (Cd+2) transport in/out via proton antiport	h[e] + cd2[c]  <=> h[c] + cd2[e] 	(SCO0776 or SCO1310 or SCO2772 or SCO6751)	1	-1000.00	1000.00	  0.00
CLt3_2	chloride transport out via proton antiport (2:1)	h[c] + 2 cl[e]  -> h[e] + 2 cl[c] 	(SCO5964 or SCO6320)	0	  0.00	1000.00	  0.00
COBALT2t	cobalt transport in via permease (no H+)	cobalt2[e]  -> cobalt2[c] 	(SCO1667 or SCO5157)	0	  0.00	1000.00	  0.00
COBALT2t3	cobalt (Co+2) transport out via proton antiport	h[e] + cobalt2[c]  -> h[c] + cobalt2[e] 	(SCO0776 or SCO1310 or SCO2772 or SCO6751)	0	  0.00	1000.00	  0.00
COELICHELINabc	ferricoelichelin transport via ABC system	h2o[c] + atp[c] + ferricoelichelin[e]  -> h[c] + adp[c] + pi[c] + ferricoelichelin[c] 	((SCO0495 and SCO0496 and SCO0497 and SCO0494) or (SCO7398 and SCO7399 and SCO7400))	0	  0.00	1000.00	  0.00
COELICHELINexs	coelichelin Fe-loading reaction (spontaneaous)	coelichelin[e] + fe3[e]  -> ferricoelichelin[e] 	s0001	0	  0.00	1000.00	  0.00
COELICHELINR1	ferricoelichelin reductase	fadh2[c] + 2 ferricoelichelin[c]  -> 2 h[c] + fad[c] + 2 fe2[c] + 2 coelichelin[c] 		0	  0.00	1000.00	  0.00
COELICHELINR2	ferricoelichelin reductase	fmnh2[c] + 2 ferricoelichelin[c]  -> 2 h[c] + 2 fe2[c] + fmn[c] + 2 coelichelin[c] 		0	  0.00	1000.00	  0.00
COELICHELINR3	ferricoelichelin reductase	rbflvrd[c] + 2 ferricoelichelin[c]  -> 2 h[c] + 2 fe2[c] + ribflv[c] + 2 coelichelin[c] 		0	  0.00	1000.00	  0.00
COELICHELINUt	coelichelin secretion	h[e] + coelichelin[c]  -> h[c] + coelichelin[e] 	(SCO0491 and SCO0493)	0	  0.00	1000.00	  0.00
CU1abc	Copper (Cu +1) ABC transporter	h2o[c] + atp[c] + cu[c]  -> h[c] + adp[c] + pi[c] + cu[e] 	(SCO1046 or SCO2731)	0	  0.00	1000.00	  0.00
CU1O	Cuprous Oxidase (Cu+1)	4 h[c] + o2[c] + 4 cu[c]  -> 2 h2o[c] + 4 cu2[c] 	((SCO3439 and SCO3440) and SCO6712)	0	  0.00	1000.00	  0.00
CU2abc	Copper (Cu+2) ABC transporter	h2o[c] + atp[c] + cu2[c]  -> h[c] + adp[c] + pi[c] + cu2[e] 	SCO6460	0	  0.00	1000.00	  0.00
CU2t	copper transport in via permease (no H+)	cu2[e]  -> cu2[c] 		0	  0.00	1000.00	  0.00
CUt3	copper transport in via proton antiport	h[c] + cu[e]  -> h[e] + cu[c] 		0	  0.00	1000.00	  0.00
FE2t2	iron (II) transport in via proton symport	h[e] + fe2[e]  -> h[c] + fe2[c] 	SCO4993	0	  0.00	1000.00	  0.00
FE2t3	iron (Fe+2) transport out via proton antiport	h[e] + fe2[c]  -> h[c] + fe2[e] 	(SCO0776 or SCO1310 or SCO2772 or SCO6751)	0	  0.00	1000.00	  0.00
FE3abc	iron (III) transport via ABC system	h2o[c] + atp[c] + fe3[e]  -> h[c] + adp[c] + pi[c] + fe3[c] 	(SCO5923 and SCO5924 and SCO5925)	0	  0.00	1000.00	  0.00
FEOXAMBabc	ferrioxamine B transport via ABC system	h2o[c] + atp[c] + ferrioxamB[e]  -> h[c] + adp[c] + pi[c] + ferrioxamB[c] 	((SCO7398 and SCO7399 and SCO7400) or SCO2780)	0	  0.00	1000.00	  0.00
FEOXAMBexs	desferrioxamine B Fe-loading reaction (spontaneaous)	desferrioxamB[e] + fe3[e]  -> ferrioxamB[e] 	s0001	0	  0.00	1000.00	  0.00
FEOXAMBR1	ferrioxamine B reductase	fadh2[c] + 2 ferrioxamB[c]  -> 2 h[c] + fad[c] + 2 fe2[c] + 2 desferrioxamB[c] 		0	  0.00	1000.00	  0.00
FEOXAMBR2	ferrioxamine B reductase	fmnh2[c] + 2 ferrioxamB[c]  -> 2 h[c] + 2 fe2[c] + fmn[c] + 2 desferrioxamB[c] 		0	  0.00	1000.00	  0.00
FEOXAMBR3	ferrioxamine B reductase	rbflvrd[c] + 2 ferrioxamB[c]  -> 2 h[c] + 2 fe2[c] + ribflv[c] + 2 desferrioxamB[c] 		0	  0.00	1000.00	  0.00
FEOXAMBUt	desferrioxamine B secretion	h[e] + desferrioxamB[c]  -> h[c] + desferrioxamB[e] 		0	  0.00	1000.00	  0.00
FEOXAMEabc	ferrioxamine E transport via ABC system	h2o[c] + atp[c] + ferrioxamE[e]  -> h[c] + adp[c] + pi[c] + ferrioxamE[c] 	SCO2780	0	  0.00	1000.00	  0.00
FEOXAMEexs	desferrioxamine E Fe-loading reaction (spontaneaous)	desferrioxamE[e] + fe3[e]  -> ferrioxamE[e] 	s0001	0	  0.00	1000.00	  0.00
FEOXAMER1	ferrioxamine E reductase	fadh2[c] + 2 ferrioxamE[c]  -> 2 h[c] + fad[c] + 2 fe2[c] + 2 desferrioxamE[c] 		0	  0.00	1000.00	  0.00
FEOXAMER2	ferrioxamine E reductase	fmnh2[c] + 2 ferrioxamE[c]  -> 2 h[c] + 2 fe2[c] + fmn[c] + 2 desferrioxamE[c] 		0	  0.00	1000.00	  0.00
FEOXAMER3	ferrioxamine E reductase	rbflvrd[c] + 2 ferrioxamE[c]  -> 2 h[c] + 2 fe2[c] + ribflv[c] + 2 desferrioxamE[c] 		0	  0.00	1000.00	  0.00
FEOXAMEUt	desferrioxamine E secretion	h[e] + desferrioxamE[c]  -> h[c] + desferrioxamE[e] 		0	  0.00	1000.00	  0.00
FERO	ferroxidase	4 h[c] + o2[c] + 4 fe2[c]  -> 2 h2o[c] + 4 fe3[c] 	((SCO3439 and SCO3440) and SCO6712)	0	  0.00	1000.00	  0.00
H2SO	Hydrogen sulfide oxidation	2 o2[c] + h2s[c]  -> 2 h[c] + so4[c] 	s0001	0	  0.00	1000.00	  0.00
Kabc	Potassium ABC transporter	h2o[c] + atp[c] + k[e]  -> h[c] + adp[c] + pi[c] + k[c] 	(SCO3716 and SCO3717 and SCO3718)	0	  0.00	1000.00	  0.00
Kt2	potassium transport in via proton symport	h[e] + k[e]  -> h[c] + k[c] 	SCO3826	0	  0.00	1000.00	  0.00
Kt3	potassium transport out via proton antiport 	h[e] + k[c]  -> h[c] + k[e] 	SCO1962	0	  0.00	1000.00	  0.00
MG2t	magnesium (+2) transport in via diffusion	mg2[e]  -> mg2[c] 	(SCO1667 or SCO5157)	0	  0.00	1000.00	  0.00
MG2uabc	Magnesium (Mg+2) ABC transporter  (uptake)	h2o[c] + atp[c] + mg2[e]  -> h[c] + adp[c] + pi[c] + mg2[c] 	SCO2499	0	  0.00	1000.00	  0.00
MN2t3	manganese (Mn+2) transport out via proton antiport	h[e] + mn2[c]  -> h[c] + mn2[e] 	(SCO0776 or SCO1310 or SCO2772 or SCO6751)	0	  0.00	1000.00	  0.00
MOBDabc	molybdate transport via ABC system	h2o[c] + atp[c] + mobd[e]  -> h[c] + adp[c] + pi[c] + mobd[c] 	(SCO3706 and SCO3705 and SCO3704)	0	  0.00	1000.00	  0.00
NAt3	sodium transport out via proton antiport	h[e] + na1[c]  -> h[c] + na1[e] 	SCO1962	0	  0.00	1000.00	  0.00
NAt3_2	sodium proton antiporter (H:NA is 2)	2 h[e] + na1[c]  -> 2 h[c] + na1[e] 	(SCO0015 or SCO0285 or SCO3564 or SCO7832)	0	  0.00	1000.00	  0.00
NH4t	ammonia reversible transport	nh4[e]  <=> nh4[c] 	(SCO5583 or s0001)	1	-1000.00	1000.00	  0.00
NI2t	nickel (+2) transport in via permease (no H+)	ni2[e]  -> ni2[c] 	(SCO1667 or SCO5157)	0	  0.00	1000.00	  0.00
NI2t3	nickle (Ni+2) transport out via proton antiport	h[e] + ni2[c]  -> h[c] + ni2[e] 	(SCO0776 or SCO1310 or SCO2772 or SCO6751)	0	  0.00	1000.00	  0.00
NI2uabc	nickel transport via ABC system (uptake)	h2o[c] + atp[c] + ni2[e]  -> h[c] + adp[c] + pi[c] + ni2[c] 	((SCO6454 and SCO6452 and SCO6453 and SCO6451) or SCO2499)	0	  0.00	1000.00	  0.00
NO2t2r	nitrite transport in via proton symport, reversible	h[e] + no2[e]  <=> h[c] + no2[c] 	(SCO2959 or SCO0213)	1	-1000.00	1000.00	  0.00
NO3t7	nitrate transport in via nitrite antiport	no3[e] + no2[c]  -> no2[e] + no3[c] 	(SCO2959 or SCO0213)	0	  0.00	1000.00	  0.00
NOt	NO transport (diffusion)	no[e]  <=> no[c] 	s0001	1	-1000.00	1000.00	  0.00
O2t	o2 transport via diffusion	o2[e]  <=> o2[c] 	s0001	1	-1000.00	1000.00	  0.00
PIt2r	phosphate reversible transport via symport	h[e] + pi[e]  <=> h[c] + pi[c] 	(SCO4138 or SCO1845)	1	-1000.00	1000.00	  0.00
Piuabc	phosphate transport via ABC system (uptake)	h2o[c] + atp[c] + pi[e]  -> h[c] + adp[c] + 2 pi[c] 	((SCO4139 and SCO4140 and SCO4141 and SCO4142) or SCO2428 or (SCO6814 and SCO6815 and SCO6816))	0	  0.00	1000.00	  0.00
SO4t2	sulfate transport in via proton symport	h[e] + so4[e]  -> h[c] + so4[c] 	SCO3276	0	  0.00	1000.00	  0.00
SULabc	sulfate transport via ABC system	h2o[c] + atp[c] + so4[e]  -> h[c] + adp[c] + pi[c] + so4[c] 	(SCO3706 and SCO3705 and SCO3704)	0	  0.00	1000.00	  0.00
TUNGSabc	tungstate transport via ABC system	h2o[c] + atp[c] + tungs[e]  -> h[c] + adp[c] + pi[c] + tungs[c] 	(SCO3706 and SCO3705 and SCO3704)	0	  0.00	1000.00	  0.00
ZN2t3	zinc (Zn+2) transport out via proton antiport	h[e] + zn2[c]  -> h[c] + zn2[e] 	(SCO0776 or SCO1310 or SCO2772 or SCO6751)	0	  0.00	1000.00	  0.00
ZNabc	zinc (Zn+2) transport via ABC system	h2o[c] + atp[c] + zn2[e]  -> h[c] + adp[c] + pi[c] + zn2[c] 	((SCO0476 and SCO0475 and SCO0473) or (SCO2506 and SCO2507 and SCO2505))	0	  0.00	1000.00	  0.00
DDGK	5-dehydro-2-deoxygluconokinase	atp[c] + 5ddglcn[c]  -> h[c] + adp[c] + 5ddg6p[c] 	SCO6978	0	  0.00	1000.00	  0.00
DDPGA2	5-dehydro-2-deoxyphosphogluconate aldolase	5ddg6p[c]  <=> msa[c] + dhap[c] 		1	-1000.00	1000.00	  0.00
DGI	5-Deoxy glucuronate isomerase	5doglcn[c]  <=> 5ddglcn[c] 	SCO6976	1	-1000.00	1000.00	  0.00
INS2D	inositol 2-dehydrogenase	nad[c] + inost[c]  -> h[c] + nadh[c] + 2ins[c] 	(SCO6255 or SCO6984 or SCO7254)	0	  0.00	1000.00	  0.00
INSDH	inosose 2,3-dehydratase	2ins[c]  <=> h2o[c] + thchd[c] 	SCO6982	1	-1000.00	1000.00	  0.00
MI1PS	myo-Inositol-1-phosphate synthase	g6p[c]  -> mi1p-D[c] 	(SCO3243 or SCO3899 or SCO6573)	0	  0.00	1000.00	  0.00
MI1PS2	myo-Inositol-1-phosphate synthase	g6p[c]  -> mi1p-L[c] 	(SCO3243 or SCO3899 or SCO6573)	0	  0.00	1000.00	  0.00
THCHDH	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase 	h2o[c] + thchd[c]  <=> h[c] + 5doglcn[c] 	SCO6975	1	-1000.00	1000.00	  0.00
2MBCOATA	2-Methyl-butanoyl-CoA-ACP transacylase	ACP[c] + 2mbcoa[c]  <=> coa[c] + 2mbACP[c] 	((SCO1271 or SCO2388 or SCO6564) and (SCO2389 or SCO0549 or SCO1267 or SCO1272))	1	-1000.00	1000.00	  0.00
ACACT1r	acetyl-CoA C-acetyltransferase	2 accoa[c]  <=> coa[c] + aacoa[c] 	(SCO5399 or SCO6788 or SCO1324 or SCO4502 or SCO6027)	1	-1000.00	1000.00	  0.00
ACACT2r	acetyl-CoA C-acyltransferase (butanoyl-CoA) (r)	accoa[c] + btcoa[c]  <=> coa[c] + 3ohcoa[c] 	(SCO6788 or SCO1324 or SCO4502 or SCO6027)	1	-1000.00	1000.00	  0.00
ACACT3r	acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)	accoa[c] + hxcoa[c]  <=> coa[c] + 3oocoa[c] 	(SCO6788 or SCO1324 or SCO4502 or SCO6027)	1	-1000.00	1000.00	  0.00
ACACT4r	acetyl-CoA C-acyltransferase (octanoyl-CoA) (r)	accoa[c] + occoa[c]  <=> coa[c] + 3odcoa[c] 	(SCO6788 or SCO1324 or SCO4502 or SCO6027)	1	-1000.00	1000.00	  0.00
ACACT5r	acetyl-CoA C-acyltransferase (decanoyl-CoA) (r)	accoa[c] + dcacoa[c]  <=> coa[c] + 3oddcoa[c] 	(SCO6788 or SCO1324 or SCO4502 or SCO6027)	1	-1000.00	1000.00	  0.00
ACACT6r	acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)	accoa[c] + ddcacoa[c]  <=> coa[c] + 3otdcoa[c] 	(SCO6788 or SCO1324 or SCO4502 or SCO6027)	1	-1000.00	1000.00	  0.00
ACACT7r	acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r)	accoa[c] + tdcoa[c]  <=> coa[c] + 3ohdcoa[c] 	(SCO6788 or SCO1324 or SCO4502 or SCO6027)	1	-1000.00	1000.00	  0.00
ACACT8r	acetyl-CoA acyltransferase (hexadecanoyl-CoA) (r)	coa[c] + 3oodcoa[c]  <=> accoa[c] + pmtcoa[c] 	(SCO6788 or SCO1324 or SCO4502 or SCO6027)	1	-1000.00	1000.00	  0.00
ACCOAC	acetyl-CoA carboxylase	accoa[c] + atp[c] + hco3[c]  -> malcoa[c] + h[c] + adp[c] + pi[c] 	((SCO2445 or (SCO5535 and SCO5536)) and (SCO2777 or SCO4921 or SCO6271))	0	  0.00	1000.00	  0.00
ACOAD1f	acyl-CoA dehydrogenase (butanoyl-CoA)	fad[c] + btcoa[c]  <=> fadh2[c] + b2coa[c] 	(SCO1690 or SCO2774 or SCO6787 or SCO2779)	1	-1000.00	1000.00	  0.00
ACOAD2f	acyl-CoA dehydrogenase (hexanoyl-CoA)	fad[c] + hxcoa[c]  <=> fadh2[c] + hx2coa[c] 	(SCO1690 or SCO2774 or SCO6787 or SCO2779)	1	-1000.00	1000.00	  0.00
ACOAD3f	acyl-CoA dehydrogenase (octanoyl-CoA)	fad[c] + occoa[c]  <=> fadh2[c] + oc2coa[c] 	(SCO1690 or SCO2774 or SCO6787)	1	-1000.00	1000.00	  0.00
ACOAD4f	acyl-CoA dehydrogenase (decanoyl-CoA)	fad[c] + dcacoa[c]  <=> fadh2[c] + dc2coa[c] 	(SCO1690 or SCO2774 or SCO6787)	1	-1000.00	1000.00	  0.00
ACOAD5f	acyl-CoA dehydrogenase (dodecanoyl-CoA)	fad[c] + ddcacoa[c]  <=> fadh2[c] + dd2coa[c] 	(SCO1690 or SCO2774 or SCO6787)	1	-1000.00	1000.00	  0.00
ACOAD6f	acyl-CoA dehydrogenase (tetradecanoyl-CoA)	fad[c] + tdcoa[c]  <=> fadh2[c] + td2coa[c] 	(SCO1690 or SCO2774 or SCO6787)	1	-1000.00	1000.00	  0.00
ACOAD7f	acyl-CoA dehydrogenase (hexadecanoyl-CoA)	fad[c] + pmtcoa[c]  <=> fadh2[c] + hdd2coa[c] 	(SCO1690 or SCO2774 or SCO6787)	1	-1000.00	1000.00	  0.00
ACOAD8f	acyl-CoA dehydrogenase (octadecanoyl-CoA)	fad[c] + stcoa[c]  <=> fadh2[c] + od2coa[c] 	(SCO1690 or SCO2774 or SCO6787)	1	-1000.00	1000.00	  0.00
ACOATA	Acetyl-CoA ACP transacylase	accoa[c] + ACP[c]  <=> coa[c] + acACP[c] 	((SCO1271 or SCO2388 or SCO6564) and (SCO2389 or SCO0549 or SCO1267 or SCO1272))	1	-1000.00	1000.00	  0.00
BCOATA	Butyryl-CoA-ACP transacylase	btcoa[c] + ACP[c]  <=> coa[c] + butACP[c] 	((SCO1271 or SCO2388 or SCO6564) and (SCO2389 or SCO0549 or SCO1267 or SCO1272))	1	-1000.00	1000.00	  0.00
CTECOAI6	3-cis-2-trans-enoyl-CoA isomerase	tdecoa[c]  <=> td2coa[c] 	SCO6732	1	-1000.00	1000.00	  0.00
CTECOAI7	3-cis-2-trans-enoyl-CoA isomerase	hdcoa[c]  <=> hdd2coa[c] 	SCO6732	1	-1000.00	1000.00	  0.00
CTECOAI8	3-cis-2-trans-enoyl-CoA isomerase	odecoa[c]  <=> od2coa[c] 	SCO6732	1	-1000.00	1000.00	  0.00
ECOAH2	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA)	3hhcoa[c]  <=> h2o[c] + hx2coa[c] 	(SCO6732 or SCO4384)	1	-1000.00	1000.00	  0.00
ECOAH3	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA)	3hocoa[c]  <=> h2o[c] + oc2coa[c] 	(SCO6732 or SCO4384)	1	-1000.00	1000.00	  0.00
ECOAH4	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)	3hdcoa[c]  <=> h2o[c] + dc2coa[c] 	(SCO6732 or SCO4384)	1	-1000.00	1000.00	  0.00
ECOAH5	3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)	3hddcoa[c]  <=> h2o[c] + dd2coa[c] 	(SCO6732 or SCO4384)	1	-1000.00	1000.00	  0.00
ECOAH6	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)	3htdcoa[c]  <=> h2o[c] + td2coa[c] 	(SCO6732 or SCO4384)	1	-1000.00	1000.00	  0.00
ECOAH7	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)	3hhdcoa[c]  <=> h2o[c] + hdd2coa[c] 	(SCO6732 or SCO4384)	1	-1000.00	1000.00	  0.00
ECOAH8	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)	3hodcoa[c]  <=> h2o[c] + od2coa[c] 	(SCO6732 or SCO4384)	1	-1000.00	1000.00	  0.00
HACD1	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	h[c] + nadh[c] + aacoa[c]  <=> nad[c] + 3hbcoa[c] 	SCO6732	1	-1000.00	1000.00	  0.00
HACD2	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	h[c] + nadh[c] + 3ohcoa[c]  <=> nad[c] + 3hhcoa[c] 	SCO6732	1	-1000.00	1000.00	  0.00
HACD3	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	h[c] + nadh[c] + 3oocoa[c]  <=> nad[c] + 3hocoa[c] 	SCO6732	1	-1000.00	1000.00	  0.00
